,competitor_count_visit,first_competitor,second_competitor,count_of_competitor
166302,54,8,46,2
166303,49,4,45,2
166304,55,6,49,2
166305,63,6,57,2
166306,64,8,56,2
166307,55,4,51,2
166308,61,8,53,2
166309,37,6,31,2
166310,42,8,34,2
166311,49,5,44,2
166312,47,9,38,2
166313,67,7,60,2
166314,41,7,34,2
166315,50,1,49,2
166316,60,5,55,2
166317,47,5,42,2
166318,53,8,45,2
166319,46,5,41,2
166320,52,8,44,2
166321,46,4,42,2
166322,61,11,50,2
166323,40,3,37,2
166324,49,5,44,2
166325,43,5,38,2
166326,47,10,37,2
166327,56,5,51,2
166328,57,6,51,2
166329,47,4,43,2
166330,52,4,48,2
166331,59,10,49,2
166332,50,6,44,2
166333,58,6,52,2
166334,54,3,51,2
166335,61,10,51,2
166336,64,9,55,2
166337,72,10,62,2
166338,57,7,50,2
166339,41,2,39,2
166340,47,6,41,2
166341,55,4,51,2
166342,46,5,41,2
166343,41,8,33,2
166344,62,12,50,2
166345,57,7,50,2
166346,64,8,56,2
166347,37,3,34,2
166348,48,4,44,2
166349,41,7,34,2
166350,46,5,41,2
166351,56,4,52,2
166352,53,8,45,2
166353,55,4,51,2
166354,64,9,55,2
166355,59,8,51,2
166356,55,8,47,2
166357,57,6,51,2
166358,41,3,38,2
166359,50,4,46,2
166360,47,4,43,2
166361,54,2,52,2
166362,50,4,46,2
166363,57,3,54,2
166364,48,5,43,2
166365,52,7,45,2
166366,42,3,39,2
166367,75,9,66,2
166368,59,9,50,2
166369,54,4,50,2
166370,55,6,49,2
166371,42,4,38,2
166372,43,6,37,2
166373,51,6,45,2
166374,71,5,66,2
166375,54,4,50,2
166376,62,4,58,2
166377,70,8,62,2
166378,44,2,42,2
166379,53,5,48,2
166380,61,11,50,2
166381,46,7,39,2
166382,44,3,41,2
166383,53,6,47,2
166384,49,5,44,2
166385,40,5,35,2
166386,58,6,52,2
166387,54,3,51,2
166388,66,11,55,2
166389,50,5,45,2
166390,52,3,49,2
166391,51,3,48,2
166392,59,6,53,2
166393,56,9,47,2
166394,63,8,55,2
166395,59,8,51,2
166396,50,4,46,2
166397,51,6,45,2
166398,57,2,55,2
166399,55,7,48,2
166400,57,4,53,2
166401,56,4,52,2
166402,51,9,42,2
166403,45,3,42,2
166404,50,5,45,2
166405,50,7,43,2
166406,51,3,48,2
166407,46,4,42,2
166408,63,5,58,2
166409,59,3,56,2
166410,45,8,37,2
166411,43,7,36,2
166412,59,11,48,2
166413,41,4,37,2
166414,54,4,50,2
166415,57,8,49,2
166416,65,12,53,2
166417,44,2,42,2
166418,58,5,53,2
166419,47,7,40,2
166420,35,1,34,2
166421,49,4,45,2
166422,48,6,42,2
166423,50,10,40,2
166424,46,8,38,2
166425,47,7,40,2
166426,56,5,51,2
166427,55,9,46,2
166428,67,9,58,2
166429,59,6,53,2
166430,57,6,51,2
166431,50,5,45,2
166432,65,10,55,2
166433,59,5,54,2
166434,62,9,53,2
166435,56,3,53,2
166436,69,6,63,2
166437,47,8,39,2
166438,45,7,38,2
166439,59,9,50,2
166440,52,6,46,2
166441,52,4,48,2
166442,59,8,51,2
166443,49,6,43,2
166444,56,11,45,2
166445,56,3,53,2
166446,47,4,43,2
166447,53,3,50,2
166448,57,6,51,2
166449,61,7,54,2
166450,57,3,54,2
166451,64,4,60,2
166452,65,7,58,2
166453,50,3,47,2
166454,43,4,39,2
166455,51,7,44,2
166456,51,9,42,2
166457,60,5,55,2
166458,56,10,46,2
166459,50,5,45,2
166460,60,3,57,2
166461,51,6,45,2
166462,56,6,50,2
166463,57,4,53,2
166464,52,7,45,2
166465,59,4,55,2
166466,58,7,51,2
166467,56,4,52,2
166468,55,5,50,2
166469,51,7,44,2
166470,53,5,48,2
166471,58,13,45,2
166472,58,4,54,2
166473,54,7,47,2
166474,55,8,47,2
166475,57,7,50,2
166476,48,8,40,2
166477,56,7,49,2
166478,57,8,49,2
166479,47,7,40,2
166480,59,3,56,2
166481,55,2,53,2
166482,45,5,40,2
166483,54,5,49,2
166484,57,9,48,2
166485,65,7,58,2
166486,49,7,42,2
166487,57,5,52,2
166488,53,9,44,2
166489,52,6,46,2
166490,49,5,44,2
166491,43,4,39,2
166492,82,12,70,2
166493,43,4,39,2
166494,44,4,40,2
166495,62,10,52,2
166496,53,7,46,2
166497,55,8,47,2
166498,56,3,53,2
166499,57,15,42,2
166500,61,7,54,2
166501,52,7,45,2
166502,45,7,38,2
166503,70,12,58,2
166504,45,4,41,2
166505,57,6,51,2
166506,60,6,54,2
166507,59,5,54,2
166508,48,2,46,2
166509,56,5,51,2
166510,57,7,50,2
166511,54,6,48,2
166512,62,6,56,2
166513,55,9,46,2
166514,53,4,49,2
166515,58,3,55,2
166516,53,10,43,2
166517,58,10,48,2
166518,57,8,49,2
166519,67,10,57,2
166520,47,9,38,2
166521,51,9,42,2
166522,67,5,62,2
166523,62,6,56,2
166524,52,9,43,2
166525,46,7,39,2
166526,51,7,44,2
166527,48,2,46,2
166528,66,6,60,2
166529,61,3,58,2
166530,60,9,51,2
166531,57,10,47,2
166532,53,6,47,2
166533,57,3,54,2
166534,55,4,51,2
166535,55,7,48,2
166536,62,6,56,2
166537,64,6,58,2
166538,54,8,46,2
166539,48,5,43,2
166540,56,6,50,2
166541,61,8,53,2
166542,43,10,33,2
166543,53,8,45,2
166544,51,5,46,2
166545,59,4,55,2
166546,53,8,45,2
166547,58,6,52,2
166548,47,3,44,2
166549,57,4,53,2
166550,48,5,43,2
166551,57,7,50,2
166552,52,7,45,2
166553,49,10,39,2
166554,46,5,41,2
166555,52,3,49,2
166556,50,6,44,2
166557,41,6,35,2
166558,38,4,34,2
166559,63,8,55,2
166560,45,7,38,2
166561,52,6,46,2
166562,68,9,59,2
166563,55,8,47,2
166564,51,7,44,2
166565,48,4,44,2
166566,50,6,44,2
166567,61,8,53,2
166568,59,6,53,2
166569,54,8,46,2
166570,53,7,46,2
166571,64,9,55,2
166572,58,9,49,2
166573,52,7,45,2
166574,54,7,47,2
166575,52,5,47,2
166576,53,6,47,2
166577,40,1,39,2
166578,56,1,55,2
166579,59,7,52,2
166580,68,8,60,2
166581,51,5,46,2
166582,56,6,50,2
166583,49,8,41,2
166584,55,5,50,2
166585,52,8,44,2
166586,46,3,43,2
166587,47,5,42,2
166588,52,3,49,2
166589,50,6,44,2
166590,60,7,53,2
166591,60,6,54,2
166592,62,9,53,2
166593,42,4,38,2
166594,57,8,49,2
166595,62,5,57,2
166596,54,6,48,2
166597,55,6,49,2
166598,59,6,53,2
166599,56,4,52,2
166600,46,6,40,2
166601,62,8,54,2
166602,36,3,33,2
166603,54,6,48,2
166604,61,5,56,2
166605,54,6,48,2
166606,50,9,41,2
166607,50,8,42,2
166608,56,8,48,2
166609,40,9,31,2
166610,54,5,49,2
166611,54,4,50,2
166612,50,3,47,2
166613,56,7,49,2
166614,66,14,52,2
166615,39,5,34,2
166616,63,7,56,2
166617,54,7,47,2
166618,51,7,44,2
166619,53,10,43,2
166620,60,8,52,2
166621,48,5,43,2
166622,50,7,43,2
166623,65,11,54,2
166624,56,8,48,2
166625,49,5,44,2
166626,55,9,46,2
166627,56,7,49,2
166628,49,10,39,2
166629,60,8,52,2
166630,47,6,41,2
166631,44,6,38,2
166632,58,5,53,2
166633,46,3,43,2
166634,52,10,42,2
166635,59,7,52,2
166636,71,6,65,2
166637,46,5,41,2
166638,48,5,43,2
166639,57,8,49,2
166640,65,9,56,2
166641,60,5,55,2
166642,62,7,55,2
166643,47,7,40,2
166644,65,7,58,2
166645,52,5,47,2
166646,58,3,55,2
166647,50,11,39,2
166648,45,5,40,2
166649,56,2,54,2
166650,56,9,47,2
166651,61,10,51,2
166652,50,8,42,2
166653,53,9,44,2
166654,50,7,43,2
166655,64,9,55,2
166656,53,8,45,2
166657,51,3,48,2
166658,52,7,45,2
166659,55,6,49,2
166660,51,5,46,2
166661,59,5,54,2
166662,73,12,61,2
166663,50,5,45,2
166664,55,6,49,2
166665,61,7,54,2
166666,49,6,43,2
166667,67,5,62,2
166668,50,7,43,2
166669,48,4,44,2
166670,61,5,56,2
166671,64,10,54,2
166672,55,13,42,2
166673,44,6,38,2
166674,44,4,40,2
166675,43,5,38,2
166676,61,6,55,2
166677,53,8,45,2
166678,67,7,60,2
166679,59,7,52,2
166680,61,5,56,2
166681,64,6,58,2
166682,53,8,45,2
166683,72,10,62,2
166684,61,5,56,2
166685,61,11,50,2
166686,48,4,44,2
166687,53,5,48,2
166688,44,5,39,2
166689,58,7,51,2
166690,54,6,48,2
166691,61,5,56,2
166692,44,6,38,2
166693,56,2,54,2
166694,55,7,48,2
166695,47,7,40,2
166696,50,14,36,2
166697,54,10,44,2
166698,58,7,51,2
166699,50,7,43,2
166700,54,9,45,2
166701,46,4,42,2
166702,63,5,58,2
166703,60,8,52,2
166704,45,8,37,2
166705,51,5,46,2
166706,46,8,38,2
166707,54,8,46,2
166708,47,5,42,2
166709,64,12,52,2
166710,60,5,55,2
166711,54,1,53,2
166712,67,5,62,2
166713,58,4,54,2
166714,38,5,33,2
166715,57,9,48,2
166716,54,8,46,2
166717,64,12,52,2
166718,59,6,53,2
166719,55,13,42,2
166720,60,7,53,2
166721,46,6,40,2
166722,53,4,49,2
166723,61,10,51,2
166724,39,7,32,2
166725,53,10,43,2
166726,58,6,52,2
166727,69,4,65,2
166728,55,4,51,2
166729,58,7,51,2
166730,45,7,38,2
166731,60,9,51,2
166732,65,11,54,2
166733,60,7,53,2
166734,56,7,49,2
166735,64,3,61,2
166736,54,11,43,2
166737,63,10,53,2
166738,52,9,43,2
166739,45,5,40,2
166740,55,5,50,2
166741,61,3,58,2
166742,42,2,40,2
166743,52,5,47,2
166744,45,4,41,2
166745,70,11,59,2
166746,51,5,46,2
166747,56,6,50,2
166748,61,7,54,2
166749,43,3,40,2
166750,45,9,36,2
166751,50,4,46,2
166752,57,6,51,2
166753,42,1,41,2
166754,64,6,58,2
166755,59,8,51,2
166756,63,2,61,2
166757,51,6,45,2
166758,55,11,44,2
166759,61,10,51,2
166760,51,7,44,2
166761,46,5,41,2
166762,55,6,49,2
166763,57,7,50,2
166764,51,5,46,2
166765,49,4,45,2
166766,52,7,45,2
166767,51,8,43,2
166768,58,6,52,2
166769,52,6,46,2
166770,63,6,57,2
166771,57,9,48,2
166772,53,9,44,2
166773,55,7,48,2
166774,61,8,53,2
166775,61,8,53,2
166776,44,6,38,2
166777,61,3,58,2
166778,62,2,60,2
166779,66,11,55,2
166780,60,8,52,2
166781,50,7,43,2
166782,68,7,61,2
166783,55,6,49,2
166784,56,8,48,2
166785,59,9,50,2
166786,63,8,55,2
166787,69,8,61,2
166788,58,8,50,2
166789,55,8,47,2
166790,47,2,45,2
166791,62,8,54,2
166792,65,6,59,2
166793,70,6,64,2
166794,63,8,55,2
166795,57,9,48,2
166796,68,8,60,2
166797,57,8,49,2
166798,54,7,47,2
166799,68,9,59,2
166800,55,5,50,2
166801,56,2,54,2
166802,55,6,49,2
166803,48,5,43,2
166804,53,8,45,2
166805,54,5,49,2
166806,54,4,50,2
166807,54,10,44,2
166808,48,4,44,2
166809,55,5,50,2
166810,43,4,39,2
166811,78,11,67,2
166812,58,8,50,2
166813,70,12,58,2
166814,55,8,47,2
166815,72,10,62,2
166816,59,10,49,2
166817,46,5,41,2
166818,48,2,46,2
166819,43,6,37,2
166820,55,5,50,2
166821,51,5,46,2
166822,65,5,60,2
166823,47,2,45,2
166824,50,5,45,2
166825,59,9,50,2
166826,55,7,48,2
166827,51,11,40,2
166828,70,6,64,2
166829,56,7,49,2
166830,59,4,55,2
166831,59,7,52,2
166832,62,6,56,2
166833,45,5,40,2
166834,55,4,51,2
166835,64,9,55,2
166836,40,5,35,2
166837,59,7,52,2
166838,59,6,53,2
166839,62,6,56,2
166840,65,11,54,2
166841,51,11,40,2
166842,61,7,54,2
166843,51,5,46,2
166844,58,9,49,2
166845,55,7,48,2
166846,62,9,53,2
166847,66,9,57,2
166848,57,9,48,2
166849,64,10,54,2
166850,56,5,51,2
166851,50,8,42,2
166852,68,10,58,2
166853,59,10,49,2
166854,58,6,52,2
166855,49,4,45,2
166856,55,11,44,2
166857,56,11,45,2
166858,47,6,41,2
166859,56,8,48,2
166860,65,6,59,2
166861,53,8,45,2
166862,57,9,48,2
166863,56,6,50,2
166864,53,10,43,2
166865,59,3,56,2
166866,66,11,55,2
166867,58,8,50,2
166868,58,10,48,2
166869,55,5,50,2
166870,46,5,41,2
166871,50,5,45,2
166872,58,8,50,2
166873,61,9,52,2
166874,56,14,42,2
166875,46,1,45,2
166876,53,3,50,2
166877,64,4,60,2
166878,39,2,37,2
166879,54,4,50,2
166880,60,5,55,2
166881,48,4,44,2
166882,56,6,50,2
166883,46,7,39,2
166884,44,4,40,2
166885,62,10,52,2
166886,47,5,42,2
166887,53,8,45,2
166888,63,5,58,2
166889,48,1,47,2
166890,52,8,44,2
166891,54,7,47,2
166892,56,5,51,2
166893,54,8,46,2
166894,60,13,47,2
166895,57,5,52,2
166896,55,6,49,2
166897,51,3,48,2
166898,72,6,66,2
166899,53,5,48,2
166900,62,9,53,2
166901,54,5,49,2
166902,60,14,46,2
166903,49,4,45,2
166904,45,7,38,2
166905,61,5,56,2
166906,50,5,45,2
166907,47,10,37,2
166908,52,4,48,2
166909,52,9,43,2
166910,59,5,54,2
166911,62,5,57,2
166912,59,6,53,2
166913,53,9,44,2
166914,63,4,59,2
166915,50,7,43,2
166916,61,6,55,2
166917,49,5,44,2
166918,50,4,46,2
166919,42,6,36,2
166920,49,11,38,2
166921,49,7,42,2
166922,46,3,43,2
166923,49,7,42,2
166924,50,5,45,2
166925,40,6,34,2
166926,65,10,55,2
166927,57,6,51,2
166928,48,5,43,2
166929,55,7,48,2
166930,52,10,42,2
166931,63,8,55,2
166932,59,5,54,2
166933,48,4,44,2
166934,61,4,57,2
166935,54,8,46,2
166936,43,6,37,2
166937,55,11,44,2
166938,57,8,49,2
166939,49,4,45,2
166940,52,4,48,2
166941,51,4,47,2
166942,56,9,47,2
166943,64,11,53,2
166944,58,4,54,2
166945,49,4,45,2
166946,45,2,43,2
166947,55,3,52,2
166948,61,5,56,2
166949,47,4,43,2
166950,53,9,44,2
166951,52,6,46,2
166952,58,4,54,2
166953,62,6,56,2
166954,41,4,37,2
166955,53,6,47,2
166956,46,4,42,2
166957,64,11,53,2
166958,52,6,46,2
166959,60,5,55,2
166960,68,7,61,2
166961,52,3,49,2
166962,50,8,42,2
166963,39,8,31,2
166964,54,3,51,2
166965,56,6,50,2
166966,58,2,56,2
166967,62,10,52,2
166968,64,5,59,2
166969,55,4,51,2
166970,45,3,42,2
166971,66,6,60,2
166972,51,3,48,2
166973,46,6,40,2
166974,55,5,50,2
166975,47,4,43,2
166976,48,6,42,2
166977,57,4,53,2
166978,54,5,49,2
166979,63,7,56,2
166980,47,3,44,2
166981,55,8,47,2
166982,57,7,50,2
166983,52,5,47,2
166984,55,6,49,2
166985,59,7,52,2
166986,57,7,50,2
166987,54,6,48,2
166988,64,10,54,2
166989,65,3,62,2
166990,51,1,50,2
166991,52,3,49,2
166992,48,7,41,2
166993,57,7,50,2
166994,56,7,49,2
166995,46,5,41,2
166996,65,6,59,2
166997,45,5,40,2
166998,63,10,53,2
166999,50,5,45,2
167000,59,7,52,2
167001,58,10,48,2
167002,48,6,42,2
167003,57,9,48,2
167004,38,4,34,2
167005,52,7,45,2
167006,44,2,42,2
167007,42,8,34,2
167008,43,5,38,2
167009,41,6,35,2
167010,56,14,42,2
167011,52,6,46,2
167012,44,2,42,2
167013,47,5,42,2
167014,45,7,38,2
167015,47,8,39,2
167016,55,4,51,2
167017,53,5,48,2
167018,62,5,57,2
167019,68,10,58,2
167020,50,3,47,2
167021,46,5,41,2
167022,52,6,46,2
167023,58,9,49,2
167024,42,3,39,2
167025,52,6,46,2
167026,60,7,53,2
167027,52,4,48,2
167028,61,6,55,2
167029,50,7,43,2
167030,56,6,50,2
167031,51,7,44,2
167032,52,11,41,2
167033,57,4,53,2
167034,53,6,47,2
167035,69,7,62,2
167036,49,8,41,2
167037,56,6,50,2
167038,63,6,57,2
167039,51,5,46,2
167040,61,6,55,2
167041,66,10,56,2
167042,49,8,41,2
167043,53,8,45,2
167044,58,5,53,2
167045,63,10,53,2
167046,52,6,46,2
167047,60,4,56,2
167048,49,9,40,2
167049,54,4,50,2
167050,41,3,38,2
167051,55,9,46,2
167052,55,4,51,2
167053,47,11,36,2
167054,61,6,55,2
167055,51,5,46,2
167056,66,5,61,2
167057,49,3,46,2
167058,49,2,47,2
167059,57,6,51,2
167060,58,8,50,2
167061,55,6,49,2
167062,63,4,59,2
167063,61,7,54,2
167064,54,8,46,2
167065,64,11,53,2
167066,57,8,49,2
167067,54,10,44,2
167068,59,10,49,2
167069,50,6,44,2
167070,68,11,57,2
167071,50,3,47,2
167072,60,6,54,2
167073,61,7,54,2
167074,58,4,54,2
167075,75,9,66,2
167076,46,7,39,2
167077,50,4,46,2
167078,50,8,42,2
167079,45,6,39,2
167080,64,10,54,2
167081,50,5,45,2
167082,41,9,32,2
167083,44,4,40,2
167084,46,3,43,2
167085,65,7,58,2
167086,66,9,57,2
167087,62,10,52,2
167088,45,1,44,2
167089,55,4,51,2
167090,62,4,58,2
167091,52,6,46,2
167092,37,6,31,2
167093,57,4,53,2
167094,41,1,40,2
167095,47,5,42,2
167096,48,6,42,2
167097,46,4,42,2
167098,48,5,43,2
167099,59,12,47,2
167100,49,5,44,2
167101,49,8,41,2
167102,63,9,54,2
167103,56,5,51,2
167104,56,4,52,2
167105,53,3,50,2
167106,61,5,56,2
167107,50,8,42,2
167108,58,12,46,2
167109,56,7,49,2
167110,50,4,46,2
167111,74,6,68,2
167112,52,3,49,2
167113,64,8,56,2
167114,45,8,37,2
167115,59,7,52,2
167116,41,6,35,2
167117,60,7,53,2
167118,45,5,40,2
167119,61,7,54,2
167120,49,6,43,2
167121,48,5,43,2
167122,68,8,60,2
167123,65,7,58,2
167124,45,3,42,2
167125,61,4,57,2
167126,49,1,48,2
167127,47,3,44,2
167128,45,3,42,2
167129,49,4,45,2
167130,64,4,60,2
167131,47,10,37,2
167132,54,5,49,2
167133,63,8,55,2
167134,63,10,53,2
167135,59,3,56,2
167136,43,0,43,1
167137,62,8,54,2
167138,69,8,61,2
167139,60,6,54,2
167140,65,8,57,2
167141,53,6,47,2
167142,56,7,49,2
167143,53,4,49,2
167144,59,9,50,2
167145,54,7,47,2
167146,56,6,50,2
167147,48,5,43,2
167148,52,4,48,2
167149,63,4,59,2
167150,55,9,46,2
167151,62,10,52,2
167152,58,4,54,2
167153,43,6,37,2
167154,59,8,51,2
167155,50,10,40,2
167156,57,15,42,2
167157,53,4,49,2
167158,53,4,49,2
167159,73,8,65,2
167160,50,5,45,2
167161,51,5,46,2
167162,59,6,53,2
167163,52,6,46,2
167164,58,3,55,2
167165,63,4,59,2
167166,60,3,57,2
167167,51,7,44,2
167168,52,7,45,2
167169,57,5,52,2
167170,52,5,47,2
167171,62,9,53,2
167172,51,4,47,2
167173,50,6,44,2
167174,60,9,51,2
167175,51,4,47,2
167176,52,6,46,2
167177,49,3,46,2
167178,45,4,41,2
167179,66,10,56,2
167180,53,8,45,2
167181,59,5,54,2
167182,49,6,43,2
167183,67,11,56,2
167184,56,7,49,2
167185,66,10,56,2
167186,47,4,43,2
167187,47,8,39,2
167188,46,7,39,2
167189,63,3,60,2
167190,64,4,60,2
167191,51,6,45,2
167192,54,5,49,2
167193,62,1,61,2
167194,45,1,44,2
167195,59,8,51,2
167196,50,6,44,2
167197,75,11,64,2
167198,56,9,47,2
167199,55,8,47,2
167200,57,8,49,2
167201,47,4,43,2
167202,66,7,59,2
167203,44,3,41,2
167204,50,6,44,2
167205,56,10,46,2
167206,59,5,54,2
167207,47,4,43,2
167208,50,6,44,2
167209,41,10,31,2
167210,64,3,61,2
167211,53,8,45,2
167212,64,7,57,2
167213,57,6,51,2
167214,49,3,46,2
167215,50,4,46,2
167216,57,9,48,2
167217,49,7,42,2
167218,50,8,42,2
167219,58,7,51,2
167220,54,2,52,2
167221,45,4,41,2
167222,50,9,41,2
167223,60,5,55,2
167224,54,4,50,2
167225,46,8,38,2
167226,57,3,54,2
167227,52,5,47,2
167228,50,6,44,2
167229,61,8,53,2
167230,51,4,47,2
167231,61,7,54,2
167232,57,7,50,2
167233,51,6,45,2
167234,47,5,42,2
167235,48,12,36,2
167236,53,6,47,2
167237,47,5,42,2
167238,58,8,50,2
167239,43,4,39,2
167240,54,3,51,2
167241,48,4,44,2
167242,67,10,57,2
167243,50,5,45,2
167244,76,11,65,2
167245,58,6,52,2
167246,54,4,50,2
167247,61,2,59,2
167248,54,6,48,2
167249,60,11,49,2
167250,57,6,51,2
167251,64,6,58,2
167252,51,4,47,2
167253,49,6,43,2
167254,56,10,46,2
167255,70,8,62,2
167256,61,6,55,2
167257,47,4,43,2
167258,52,8,44,2
167259,61,8,53,2
167260,58,2,56,2
167261,46,5,41,2
167262,58,6,52,2
167263,56,7,49,2
167264,52,6,46,2
167265,47,4,43,2
167266,55,5,50,2
167267,49,6,43,2
167268,50,10,40,2
167269,60,6,54,2
167270,47,6,41,2
167271,58,4,54,2
167272,44,2,42,2
167273,43,1,42,2
167274,54,3,51,2
167275,52,7,45,2
167276,63,8,55,2
167277,58,4,54,2
167278,51,4,47,2
167279,59,8,51,2
167280,50,5,45,2
167281,57,5,52,2
167282,63,7,56,2
167283,56,6,50,2
167284,64,9,55,2
167285,48,4,44,2
167286,58,6,52,2
167287,44,2,42,2
167288,70,10,60,2
167289,53,5,48,2
167290,45,4,41,2
167291,53,5,48,2
167292,47,5,42,2
167293,60,5,55,2
167294,49,1,48,2
167295,54,3,51,2
167296,53,2,51,2
167297,55,8,47,2
167298,46,7,39,2
167299,56,6,50,2
167300,42,7,35,2
167301,53,6,47,2
167302,56,8,48,2
167303,55,6,49,2
167304,61,12,49,2
167305,49,5,44,2
167306,46,6,40,2
167307,57,11,46,2
167308,66,6,60,2
167309,60,4,56,2
167310,52,7,45,2
167311,56,7,49,2
167312,55,4,51,2
167313,48,4,44,2
167314,55,3,52,2
167315,64,5,59,2
167316,51,5,46,2
167317,50,7,43,2
167318,51,6,45,2
167319,46,7,39,2
167320,46,7,39,2
167321,60,7,53,2
167322,54,8,46,2
167323,55,6,49,2
167324,54,10,44,2
167325,57,7,50,2
167326,65,10,55,2
167327,60,7,53,2
167328,57,11,46,2
167329,52,13,39,2
167330,51,7,44,2
167331,53,8,45,2
167332,55,3,52,2
167333,65,9,56,2
167334,54,5,49,2
167335,50,7,43,2
167336,54,6,48,2
167337,55,10,45,2
167338,57,6,51,2
167339,53,6,47,2
167340,57,6,51,2
167341,67,5,62,2
167342,56,11,45,2
167343,48,6,42,2
167344,40,8,32,2
167345,54,4,50,2
167346,46,1,45,2
167347,65,6,59,2
167348,45,4,41,2
167349,53,10,43,2
167350,62,7,55,2
167351,48,8,40,2
167352,63,6,57,2
167353,54,3,51,2
167354,65,11,54,2
167355,64,7,57,2
167356,59,5,54,2
167357,57,9,48,2
167358,65,6,59,2
167359,48,1,47,2
167360,59,7,52,2
167361,47,5,42,2
167362,53,7,46,2
167363,44,5,39,2
167364,59,6,53,2
167365,49,6,43,2
167366,58,6,52,2
167367,54,14,40,2
167368,52,4,48,2
167369,58,8,50,2
167370,49,5,44,2
167371,55,7,48,2
167372,62,8,54,2
167373,57,9,48,2
167374,65,4,61,2
167375,61,8,53,2
167376,58,4,54,2
167377,52,9,43,2
167378,48,8,40,2
167379,45,5,40,2
167380,58,8,50,2
167381,54,11,43,2
167382,76,8,68,2
167383,46,9,37,2
167384,57,8,49,2
167385,46,4,42,2
167386,58,6,52,2
167387,52,4,48,2
167388,59,4,55,2
167389,58,14,44,2
167390,61,7,54,2
167391,56,7,49,2
167392,62,8,54,2
167393,65,7,58,2
167394,43,5,38,2
167395,57,6,51,2
167396,71,4,67,2
167397,44,9,35,2
167398,64,9,55,2
167399,51,7,44,2
167400,63,4,59,2
167401,56,10,46,2
167402,75,7,68,2
167403,60,7,53,2
167404,57,8,49,2
167405,55,6,49,2
167406,47,5,42,2
167407,48,6,42,2
167408,61,3,58,2
167409,60,9,51,2
167410,59,6,53,2
167411,58,7,51,2
167412,53,9,44,2
167413,56,6,50,2
167414,53,4,49,2
167415,58,9,49,2
167416,61,4,57,2
167417,65,11,54,2
167418,37,5,32,2
167419,44,7,37,2
167420,50,8,42,2
167421,49,7,42,2
167422,56,9,47,2
167423,51,10,41,2
167424,53,6,47,2
167425,56,4,52,2
167426,56,7,49,2
167427,60,9,51,2
167428,61,10,51,2
167429,52,8,44,2
167430,49,10,39,2
167431,64,8,56,2
167432,65,5,60,2
167433,48,3,45,2
167434,59,4,55,2
167435,46,2,44,2
167436,63,7,56,2
167437,58,9,49,2
167438,61,7,54,2
167439,55,5,50,2
167440,65,9,56,2
167441,62,11,51,2
167442,49,4,45,2
167443,62,8,54,2
167444,49,7,42,2
167445,53,5,48,2
167446,49,4,45,2
167447,55,4,51,2
167448,58,6,52,2
167449,49,5,44,2
167450,53,6,47,2
167451,56,10,46,2
167452,49,9,40,2
167453,49,5,44,2
167454,47,9,38,2
167455,48,4,44,2
167456,49,5,44,2
167457,62,7,55,2
167458,58,8,50,2
167459,73,11,62,2
167460,59,5,54,2
167461,53,4,49,2
167462,60,7,53,2
167463,50,5,45,2
167464,60,6,54,2
167465,51,3,48,2
167466,53,8,45,2
167467,57,8,49,2
167468,57,7,50,2
167469,51,7,44,2
167470,64,8,56,2
167471,51,6,45,2
167472,56,8,48,2
167473,43,3,40,2
167474,61,10,51,2
167475,48,9,39,2
167476,56,3,53,2
167477,57,8,49,2
167478,42,6,36,2
167479,58,7,51,2
167480,60,7,53,2
167481,55,5,50,2
167482,70,14,56,2
167483,48,4,44,2
167484,49,7,42,2
167485,52,8,44,2
167486,70,6,64,2
167487,59,5,54,2
167488,43,5,38,2
167489,49,3,46,2
167490,56,4,52,2
167491,54,4,50,2
167492,61,7,54,2
167493,51,12,39,2
167494,52,6,46,2
167495,42,5,37,2
167496,55,8,47,2
167497,55,7,48,2
167498,65,6,59,2
167499,50,6,44,2
167500,44,6,38,2
167501,52,8,44,2
167502,41,7,34,2
167503,46,2,44,2
167504,53,12,41,2
167505,47,6,41,2
167506,54,8,46,2
167507,62,8,54,2
167508,51,2,49,2
167509,63,7,56,2
167510,49,5,44,2
167511,47,5,42,2
167512,50,5,45,2
167513,59,13,46,2
167514,47,6,41,2
167515,52,8,44,2
